productId,userId,helpfulness numerator,helpfulness denominator,score,time,summary,text
B000063W1R,A28ILXH590CMRJ,24,26,4.0,1012003200,James Caviezel leads the way in a solid MONTE CRISTO,"Alexandre Dumas' classic adventure novel of revenge and romance, THE COUNT OF MONTE CRISTO has been endlessly made and remade in various films and TV series.  It's no wonder as the book's themes of betrayal and payback are timeless.  Kevin Reynolds directs a solid and full blooded version of this classic that features a star-making turn by James Caviezel in the title role.  Caviezel never hits a false note in his role of Edmond Dantes, the sailor sent to prison on trumped-charges and who eventually escapes to seek his revenge on the 3 men who conspired against him.  Caviezel easily handles both the innocence of the young Dantes and the bitter cynicism of his vengeful alter-ego. Richard Harris, who is making a cottage-industry of playing quirky supporting roles, provides warmth and humor as the Abbe' Faria, the fellow prisoner who mentors Dantes. Dagmara Domincyzk is lovely as Mercedes, Edmond's fiancee.  However, Guy Pearce, who plays Dantes' romantic rival and former friend is a little too over-the-top with his mincing and sneering portrayal.  At one point, I began thinking he needed a top hat, handlebar mustache and cape to complete the picture.<br />  Filmed on location in opulent locations in Malta and Ireland, THE COUNT OF MONTE CRISTO is a feast for the eyes.  At one point, the Count makes a grand entrance in a hot-air balloon that clearly illustrates his power and mystery.<br />  The screenplay is a solid enough adapation of the rather long novel, although it does throw in a couple twists that were not in the original.  After Dantes appears in his Count identity, the pace of the film really takes off as plotlines are shortened and tightened. The action scenes are also top-notch.<br />  THE COUNT OF MONTE CRISTO is an entertaining and fun swashbucklng type of flick that they just don't make any more. As such, it is easily the best film of this genre since THE MASK OF ZORRO which, in an ironic twist, also used elements of Dumas' novel. I definitely would recommend this film to adventure lovers and romantics everywhere."
B000063W1R,A2VOIE123XM7T5,28,32,3.0,1029110400,"A Good Film-But Not the True ""Count""","""The Count of Monte Cristo"" by Alexandre Dumas is one of the great adventure novels of all time, and one would think that it would be the perfect story for an adventure/supense/period film.  Indeed, Kevin Reynold's version is the latest in a long line (the Hallmark televised version may be the best).  Sadly, none of them have done the written work justice.  True, the novel is a complex and detailed work that would require a rather special treatment on the screen. Reynold's version is a good movie, but honestly it is not ""The Count of Monte Cristo.""  Far too much dramatic license has been taken here in changing the story, the characters and the ending.  Significant characters were left out, parts of the story are not even aluded to, and some things were added to create a ""hollywood"" ending (no, the book ends much differently than this film...and it is far more satisfying).  This film is nicely photographed and produced and is largely well acted (except for the portrayl of Napoleon which does not work...oddly enough Napoleon is never actually ""seen"" in the novel, he is always off-stage, so to speak).  Enjoy this film for what it is, then treat yourself and pick up a copy of the novel."
B000063W1R,ADX5JX5LKLC22,30,36,5.0,1011312000,BREATHTAKING...THEY JUST DON'T MAKE 'EM LIKE THIS ANYMORE,"Like the previous reviewer, I too was fortunate enough to catch this last Tuesday at a sneak preview in NY.  This was simply magnificent in every possible way. The acting, script, cinematography were stunning.  I just want to say something:  Todays moviegoers want mass market drivel.  This is art.  But at the same time it's an exciting, action-packed, plot AND character driven story during which any viewer with a heart and a soul will be on the edge of his or her seat.  JIM CAVAZIEL, if there is justice in this world, will become a HUGE A-list leading man as a result of his BRILLIANT performance. No other actor out there could have played the Count in this movie; he was made for this, his role of a lifetime, and he deserves an OSCAR FOR IT.  Guy Pearce, so sexy and sympathetic in his previous roles, is so believable as a villain in this movie, that one walks out of the theatre despising his fictional self - sorry Guy this just means that you are a GREAT ACTOR - and big things are waiting for him as well - all actors in this movie are extremely talented and are irreplaceable.<br />PLEASE GO SEE THIS MOVIE, ONE AND ALL - ITS OSCAR CALIBER,CLASSIC STUFF**DO NOT BE DISCONCERTED BY THE FACT THAT YOU MAY ALREADY KNOW THE STORY - IT'S A NEW, MODERN, ORIGINAL TWIST - IT'S EVEN GOT SOME COMEDY - A MUST - SEE! AND I'VE SEEN EM ALL...I WILL PAY TO SEE IT AGAIN.  AS ABOVE, AN AUDIENCE FULL OF MANY JADED PROFESSIONAL MOVIE CRITICS GAVE IT A STANDING OVATION AT CLOSING CREDITS..."
B000063W1R,A13TO1ZFAH9SVN,14,16,5.0,1067990400,Fantastic Swashbuckling Tail,"This is definetly not Dumas Count of Monte Cristo. It doesn't follow the book close at times and is far fetched from it at others. It is however a great movie and a great way to introduce this young generation to Dumas.<p>The Count of Monte Cristo tells the tale of Edmund Dantes. A man that is imprisoned for a crime by his best friend Fernand Mondego that he did not commit. He spends 13 years in jail at the Chateau'If.(thats not how you spell it but it's close enough for me) It's there that Edmund meets a fellow prisonman that trains him in literature, economics, and swordplay. Dantes gets out of jail then goes a spree for revenge to get the men who put him jail.<p>This is a great story of revenge. Jim Cavaziel is perfects as Dantes. He does a great job. He has a swagger and plays Edmund great when he poor and when he's rich. He shows his abilities as a good actor because of the different levels to the character. I'm really impressed with him and hope to see him more in the future.<p>Guy Pearce is good as Fernadn Mondego. I was first impressed with Pearce in L.A. Confidential. It's good to see him finally showing his acting abilities again. He plays a great bad guy. You can't stand his character and that's because Pearce plays him so good.<p>This is an awesome tail of revenge. If your a diehard Dumas fan you won't like this. I'd reccommend the Richard Chamberlin version for you. However if you like a fast paced tail of revenge full of swashbuckling this is the film for you. It's a great action film that reminds us why we go to the movies: To Be Entertained. You'll like this one."
B000063W1R,A3FX9KYW53MRBD,35,56,1.0,1038441600,Should be Locked in Chateau D'If!,"Classics remain beloved for hundreds of years because they are wonderfully crafted and contain universal truths that still speak to us. The director and producer of this condescending adaptation of Dumas' classic story must feel that the modern American audience doesn't have the intelligence to appreciate great classic works.<br /><br />Oh, the basic story line is there--man is wronged, man goes to prison, man escapes, man finds treasure, man seeks revenge. But that is where the homage to this great work ends and the often ridiculous changes are made. I know that it is cliche to say that the movie is not as good as the book. In this case, however, I can't believe they actually had the audacity to call the movie by the same name as the classic novel which it so minimally follows.<br /><br />One can excuse some adaptations of a novel when produced as a screenplay, but the changes made in this case lose all the beauty and terrible power of the original story. Instead of a wonderful slow burn with a lot of atmosphere as Dantes slowly and painstakingly weaves a web of revenge for the wrongs done to him, we have stupid devices like a flamboyant entry in a hot air balloon, complete with Cirque du Soleil acrobats twisting on the ropes. Instead of an intricate plan to destroy the personages who wronged him, we have swashbuckling sword fights every few scenes.<br /><br />Some major characters are missing completely (such as Valentine) some have been shamelessly changed and substituted (Jacopo for Ali). The final plot device is totally contrived and NOT in the book--we find out that Dantes has a son sired on Mercedes before he was arrested. I guess the screenwriters felt they had to put some sex in the story or no one would like it.<br /><br />I awaited this production eagerly; having now seen it I feel disgusted and insulted.  If you want to see an intelligent production of the Count of Monte Cristo, avoid this movie like the Black Death. It would be better to lock the DVD in the Chateau D'If. If you haven't read the book, you may enjoy it, since you won't be dissapointed by what is lacking. It does have good scenery and filming, although some of the acting is terrible (Jacopo especially).<br /><br />To the director and producers: for shame. Nearly everything about this movie was wrong, wrong, wrong. Give the American audience some credit for pity's sake. We can appreciate great works just as they are."
B000063W1R,ADX5JX5LKLC22,0,1,5.0,1011312000,BREATHTAKING...THEY JUST DON'T MAKE 'EM LIKE THIS ANYMORE,"Like the previous reviewer, I too was fortunate enough to catch this last Tuesday at a sneak preview in NY.  This was simply magnificent in every possible way. The acting, script, cinematography were stunning.  I just want to say something:  Todays moviegoers want mass market drivel.  This is art.  But at the same time it's an exciting, action-packed, plot AND character driven story during which any viewer with a heart and a soul will be on the edge of his or her seat.  JIM CAVAZIEL, if there is justice in this world, will become a HUGE A-list leading man as a result of his BRILLIANT performance. No other actor out there could have played the Count in this movie; he was made for this, his role of a lifetime, and he deserves an OSCAR FOR IT.  Guy Pearce, so sexy and sympathetic in his previous roles, is so believable as a villain in this movie, that one walks out of the theatre despising his fictional self - sorry Guy this just means that you are a GREAT ACTOR - and big things are waiting for him as well - all actors in this movie are extremely talented and are irreplaceable.<br />PLEASE GO SEE THIS MOVIE, ONE AND ALL - ITS OSCAR CALIBER,CLASSIC STUFF**DO NOT BE DISCONCERTED BY THE FACT THAT YOU MAY ALREADY KNOW THE STORY - IT'S A NEW, MODERN, ORIGINAL TWIST - IT'S EVEN GOT SOME COMEDY - A MUST - SEE!!!!!AND I'VE SEEN EM ALL........I WILL PAY TO SEE IT AGAIN.  AS ABOVE, AN AUDIENCE FULL OF MANY JADED PROFESSIONAL MOVIE CRITICS GAVE IT A STANDING OVATION AT CLOSING CREDITS..."
B000063W1R,A2R93V4Q29O83N,13,22,1.0,1121040000,A butchery of the book,"I had just finished reading the book and decided I'd like see how it was adapted to the big screen.  This version was the worst adaptation I've seen of a book made into a movie.  As I watched the film I wondered if the makers of the movie even bothered to read the book.  My girlfriend kept asking me during the film if ""that happened in the book?""  At the end of the movie I told her that basically everything in the movie was not how it occurred in the book.  She enjoyed the movie until the end when it was like a ""cheesy 80's montage"".<br /><br />The book is wonderful.  When I finished reading it, I felt like I had lost a good friend-I wished I could just keep reading it and reading it.  I've never read such an excellent novel."
B000063W1R,A1QQPIUXWD4G0Z,12,21,1.0,1090972800,The Count of Hollywood,"Calling this movie after Alexandre Dumas' original novel is like calling Bernstein's 'West Side Story' 'Romeo and Julliette' after Shakespeare's work. So many elements of the story were altered that Dumas' original plot and theme are no longer recognizable except for the names of some of the characters. They might as well call this film 'The Count of Hollywood' and set the story in modern L.A. instead of 19th century France.<br /><br />  In this film, Dantes is informed of the mission to rescue Napoleon from the onset as opposed to finding about it when returning to shore. Danglars is barely in the picture and is cast as a pirate instead of a banker. Mercedes marries Fernand one month after Dantes is imprisoned instead of 18 months (So much for her loyalty: why would Dantes even forgive her in the end if she were such a tramp?) Luigi Vampa is depicted as the captain who brings Dantes to the island of Monte Cristo right after his escape instead of being a murdering Italian kidnapper he meets much much later. Dante's Turkish guards are ommitted from the story: there's no Princess Haydee or Ali. There's also no Caderousse. In short, this movie has really little if anything to do with Alexandre Dumas' classic 'Le Comte de Monte Cristo. If that's the story you want to see on film, don't see this film.<br /><br />  I strongly recommend the French 1998 mini-series instead of this farce: although Gerard DePardieu's dinstinctive physique undermines his role as a master of disguise, his performance of the role is otherwise excellent. The mini-series is much more faithful to the characters, plots, and themes Dumas sought to convey in his literary masterpiece."
B000063W1R,A2DRCJ1YOFTZKK,13,23,2.0,1020038400,They've trashed yet another masterpiece,"Will Hollywood never learn to stop making movies after Dumas' books? After several failed attempts at the musketeers (""The Musketeer"", ""The Three Musketeers"" - with Charlie Sheen et al, ""The Man In The Iron mask"" with Leonardo Di Caprio and who knows how many more I have fortunately missed), they try their hand at ""The Count of Monte Cristo"", another wonderful book by Mr. Dumas. Unfortunately, nothing is the same as in the book except for the name and the general plot. If these people don't have enough faith in Dumas and his literary talent to respect  his stories and his characters and put them to the big screen the same way he has written them, why do they bother using them? <p>For somebody who has never read the book - and I think last night in the theater that was unfortunately true for more than half of the viewers - this might come off as a good adventure movie. The settings are great, the costumes are great, it has plenty of action and romance. And the two principals - Jim Caviezel and Guy Pierce - are two good actors in their own right, I have enjoyed them in several movies. Jim Caviezel is particularly striking in his appearance and I think he would have been able to give his character the depth and mystery that Dumas' Dantes has, if he had been given the chance. But he was not.<p>Hollywood takes a wonderful and deep story of a man's betrayal, revenge and quest for justice and turns into just another action flick. The characters have almost nothing in common with their book counterparts. Dumas' Dantes was a troubled and mysterious man who was using only his machiavellic intelligence and subtlety to defeat his enemies. This Dantes engages in sword fights and even fist fights, for Pete's sake. He also makes his grand entrance to his parties in a balloon, like he was Michael Jackson or something! Dumas' Mercedes was a proud and poor girl of Spanish ancestry, strong and noble. This Mercedes is just a weak girl, a commerciant's daughter who comes along as easy and a little silly. Dumas' Mondego was Mercedes' cousin, poor like her and with hidden ambitions, capable of subtle betrayal (like he betrayed Haydee's father, for those who have read the book). This Mondego is a son's count and just a petty man. <p>They change characters' names and actions. I will not reveal the most exaggerated one of all, but I will only say it almost topped D'Artagnan turning out to be the king's father in ""The Man With The Iron Mask"". Also, they changed the ending of the romantic part - but this seems to be a problem with all adaptations of this novel, nobody seems to accept that Dumas didn't want Dantes to end up with Mercedes.<p>They leave out more than 70% of the characters - if not for the other problems, perhaps I would have been able to forgive this one, since it would have been hard to fit in the complexity of the novel in just over 2 hours or so. They add several face-to-face combats which serve no purpose other than satisfying the modern taste for such things. They make Jacopo the comic relief of the movie, uttering silly sentences fit for a B-rate comedy. I could go on forever.<p>And Dantes' great revenge upon his enemies, which took years of careful planning, is solved with rashness in 45 or so minutes, less than half the movie, skipping over everything, never being given the importance it has in the novel, to make room for the romantic part and the sword/fist fights.<p>This is definitely the last Dumas adaptation I'm ever going to watch. Although it is clearly better than any of the Musketeer movies, it is still a disgrace."
B000063W1R,A2D4RUMDYEF0S5,5,22,1.0,1073692800,Utter crap,"This is easily one of the five worst movies I've ever seen. Forget that, it's one of the *two* worst movies I've ever seen. While Guy Pearce is usually an excellent actor, and Jim Caviezel has the perfect look for Edmund Dantes (at least, post-imprisonment), there is nothing that could have saved such a woefully terrible screenplay. The Dumas novel is one of the best books I've ever read, filled with intrigue, action, and mystery, with vibrant characters and brilliant plotting. Granted, adapting such a grand story to the screen would probably take four hours or more, but if one isn't going to attempt an adaptation of the original story, then one should just make a new movie. That being said, all the interesting, original parts of the book were removed and replaced with a cookie-cutter revenge plot, stereotypical, one-dimensional characters, and bland dialogue that too often inserts modern slang into Napoleonic-era France. This movie is the ""Count of Monte Cristo"" in name only, and in every other way, a poorly conceived, vapid, dime-a-dozen action flick. Avoid it at all costs."
B000063W1R,A2AW4A1E87R9UH,13,50,1.0,1030233600,Pan & Scan... Forget it!!!,"I've been itching to buy this movie since I saw it in the theatre. Now I'm going to have to wait until they release a widescreen version because there's no way I'm paying for pan&scan.<p>A beautifully crafted film both in visuals and acting, not to mention the masterful story telling. The only letdown is not having widescreen, which is unforgivable and therefore this DVD release gets one star, for what would otherwise be a five star rating."
B000063W1R,AQ01Q3070LT29,0,33,1.0,1110240000,Luis Guzman is in this one!,"My only reason for seeing this film is because  Luis Guzman is in it.  I find these Napoleon/Shakespeare/pirate films to very very dull, boring and over-long.<br /><br />  Luis plays a much different role here than what we are use to seeing.  Doesn't he look handsome in that red English coat?"
0790747324,A2ZSC81MXLBELX,134,135,5.0,1068249600,Go Back In Time With An Old Friend.....,"This review refers to the Warner Bros. DVD edition of &quot;The Time Machine&quot;(1960)......<p>I am so impressed with how this 43 year old classic Sci-Fi film looks and sounds on the DVD, that I am going to start with that this time. I wasn't expecting it to look as great as it did because the editorial review here gives it 3 out of 5 stars on both the picture and the sound. If you are a big fan of this film, or thinking of buying it as a gift for someone who is, you will not be disappointed with this transfer. The picture is presented in the original widescreen format,so you won't miss a bit of the action. To watch it you would think you went back in the time machine to 1960 and were viewing it for the first time. It is clear and sharp with vibrant color.The soundtrack is remastered in Dolby Dig 5.1 and is a welcome enhancement.The DVD also includes a terrific Behind The Scenes documentary called &quot;Time Machine...The Journey Back&quot;. The film's star Rod Taylor hosts and fans will love this informative feature. You'll get a good look at how the actual machine was made and the journey that it has taken in the last 40 years as well as other interesting tid bits. This feature has it's own scene selections to choose from or you can just watch it straight through. The film may be viewed in French and has subtitles in English and French.(my only teeny complaint would be that the black bar area is not used for these subtitles, they are at the bottom of the film).<p>The story based on the novel by H.G. Wells is as captivating today as it ever was. You know the tale.....<br />George(Rod Taylor)has all the time in the world. He tells his friends an incredible story of his adventures traveling through the ages in a time machine that he has built. As his story begins, he starts out slowly traveling through the 20th century. He doesn't like what he sees. War and destruction seem to be the fate of civilaztion.He pushes foward, quickly, and the years fly by. Finally stopping in the year 802701,he comes across what seems to be a paradise on earth. Clean air,fruit growing in abundance, and a society of young beautiful people, the Eloi, who don't seem to have a care in the world. But even in this Utopian like civilazation there's trouble amiss.The Morlocks are running things from underground and they are just as scary today as they ever were.So it's up to our guy George to save this future civilazation from the evil Morlocks,and try to get back home to the year 1900 for an 8pm dinner appointment..whew,what a great story!<p>Directed brillantly by George Pal(&quot;7 Faces of Dr. Lao&quot;/&quot;Atlantis the Lost Continent&quot;), the film also boasts the great talents of Alan Young, Sebastian Cabot, and the lovely Yvette Mimieux, as &quot;Weena&quot;, who adds a little romantic interest to the story. The film was awarded a well deserved Oscar for it's special effects(also discussed in the featurette) for Gene Warren and Tim Barr.The movie is rated G, although the scenes with the Morlocks might be a little scary for very young children.<p>A great story, fabulous film and an outstanding DVD. So go back in time, with your old friend &quot;The Time Machine&quot;..enjoy...Laurie"
